,title,rating,no_of_ratings,url,difficulty,prep_time,cook_time,total_time,month_str,month,year,date,ingredient
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,seaweed
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,dashi shop
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,fresh silken tofu
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,miso paste
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,miso paste
78,Miso soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/miso-soup,1.0,10.0,5.0,15.0,NA,0,0,0,spring onion
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,onion
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,garlic
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,small bunch
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,vegetable stock
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,chilli paste
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,corn
79,"Smoky tomato, chipotle & charred corn soup",4.6,21.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-chipotle-charred-corn-soup,1.0,10.0,30.0,40.0,September,9,2020,2020-09-01 00:00:00,feta
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,leeks
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,sprigs leaves
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,cans butter beans
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,bouillon stock
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,rashers
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,tough stems
80,Leek & butter bean soup with crispy kale & bacon,4.6,42.0,https://www.bbcgoodfood.com/recipes/leek-butter-bean-soup-crispy-kale-bacon,1.0,10.0,30.0,40.0,February,2,2017,2017-02-01 00:00:00,hazelnuts
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,stock
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,sunflower oil
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,garlic
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,sized piece ginger
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,3cm/1
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,ground turmeric
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,pinch
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,courgettes
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,broccoli
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,kale
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,lime
81,Broccoli and kale green soup,3.9,75.0,https://www.bbcgoodfood.com/recipes/alkalising-green-soup,1.0,15.0,20.0,35.0,January,1,2015,2015-01-01 00:00:00,small pack parsley
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,onion
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,cans
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,chicken stock
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,risotto rice
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,large eggs
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,leftover roast chicken
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,limes
82,Creamy curried chicken & rice soup,4.8,14.0,https://www.bbcgoodfood.com/recipes/creamy-curried-chicken-rice-soup,1.0,20.0,35.0,55.0,November,11,2019,2019-11-01 00:00:00,spring onions
83,Spiced red lentil soup,4.8,57.0,https://www.bbcgoodfood.com/recipes/spiced-red-lentil-soup,1.0,5.0,30.0,35.0,March,3,2011,2011-03-01 00:00:00,onion
83,Spiced red lentil soup,4.8,57.0,https://www.bbcgoodfood.com/recipes/spiced-red-lentil-soup,1.0,5.0,30.0,35.0,March,3,2011,2011-03-01 00:00:00,red lentil
83,Spiced red lentil soup,4.8,57.0,https://www.bbcgoodfood.com/recipes/spiced-red-lentil-soup,1.0,5.0,30.0,35.0,March,3,2011,2011-03-01 00:00:00,vegetable stock
83,Spiced red lentil soup,4.8,57.0,https://www.bbcgoodfood.com/recipes/spiced-red-lentil-soup,1.0,5.0,30.0,35.0,March,3,2011,2011-03-01 00:00:00,coconut milk
83,Spiced red lentil soup,4.8,57.0,https://www.bbcgoodfood.com/recipes/spiced-red-lentil-soup,1.0,5.0,30.0,35.0,March,3,2011,2011-03-01 00:00:00,chopped spring onions
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,salt chicken stock
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,curry paste
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,flat rice noodle
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,pack
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,pack baby corn
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,salmon fillets
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,limes
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,salt soy sauce
84,Salmon noodle soup,4.6,51.0,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,1.0,15.0,20.0,35.0,September,9,2011,2011-09-01 00:00:00,small bunch coriander
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,onion
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,carrot
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,celery stick
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,garlic
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,floury potatoes
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,stock
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,rashers
85,Potato & Savoy cabbage soup with bacon,4.5,128.0,https://www.bbcgoodfood.com/recipes/potato-savoy-cabbage-soup-bacon,1.0,10.0,10.0,20.0,October,10,2007,2007-10-01 00:00:00,medium Savoy cabbage
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,½kg oxtail
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,small handful thyme sprigs
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,bay
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,black peppercorns
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,small star anise
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,bottle red wine
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,sunflower oil
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,onion
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,carrots
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,sticks celery
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,garlic cloves
86,Oxtail soup,4.5,10.0,https://www.bbcgoodfood.com/recipes/oxtail-soup,2.0,25.0,240.0,265.0,NA,0,0,0,ketchup
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,onion
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,small carrot
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,celery stick
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,passata
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,vegetable
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,cream
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,orzo
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,shaved chopped basil
87,Tomato soup with pasta,4.4,16.0,https://www.bbcgoodfood.com/recipes/roast-tomato-soup-pasta,1.0,10.0,30.0,40.0,May,5,2018,2018-05-01 00:00:00,breadsticks
88,Minty pea & potato soup,4.3,90.0,https://www.bbcgoodfood.com/recipes/minty-pea-potato-soup,1.0,5.0,25.0,30.0,October,10,2008,2008-10-01 00:00:00,onion
88,Minty pea & potato soup,4.3,90.0,https://www.bbcgoodfood.com/recipes/minty-pea-potato-soup,1.0,5.0,25.0,30.0,October,10,2008,2008-10-01 00:00:00,potato
88,Minty pea & potato soup,4.3,90.0,https://www.bbcgoodfood.com/recipes/minty-pea-potato-soup,1.0,5.0,25.0,30.0,October,10,2008,2008-10-01 00:00:00,vegetable stock
88,Minty pea & potato soup,4.3,90.0,https://www.bbcgoodfood.com/recipes/minty-pea-potato-soup,1.0,5.0,25.0,30.0,October,10,2008,2008-10-01 00:00:00,frozen pea
88,Minty pea & potato soup,4.3,90.0,https://www.bbcgoodfood.com/recipes/minty-pea-potato-soup,1.0,5.0,25.0,30.0,October,10,2008,2008-10-01 00:00:00,handful mint
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,large onion
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,garlic clove
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,vegetable stock
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,large carrots
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,chickpea
89,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,green bean
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,large onion
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,garlic clove
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,vegetable stock
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,large carrots
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,chickpea
90,Indian chickpea & vegetable soup,4.1,89.0,https://www.bbcgoodfood.com/recipes/indian-chickpea-vegetable-soup,1.0,10.0,15.0,25.0,February,2,2009,2009-02-01 00:00:00,green bean
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,butter
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,onions
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,chopped sage
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,kg
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,vegetable stock
91,Butternut squash and sage soup,4.5,45.0,https://www.bbcgoodfood.com/recipes/butternut-squash-sage-soup,1.0,20.0,40.0,60.0,December,12,2012,2012-12-01 00:00:00,bunch chives
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,small bunch spring onions
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,cucumber
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,large round lettuce
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,frozen peas
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,vegetable bouillon
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,bio yogurt
92,"Cucumber, pea & lettuce soup",3.9,35.0,https://www.bbcgoodfood.com/recipes/cucumber-pea-lettuce-soup,1.0,5.0,15.0,20.0,June,6,2017,2017-06-01 00:00:00,slices rye bread
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,salmon fillets
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,skin
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,dried flat rice noodles
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,curry paste
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,pak choi
93,Thai noodle soup with salmon,3.8,26.0,https://www.bbcgoodfood.com/recipes/thai-noodle-soup-salmon,1.0,15.0,15.0,30.0,March,3,2020,2020-03-01 00:00:00,leaves
94,Moroccan spiced cauliflower & almond soup,4.2,73.0,https://www.bbcgoodfood.com/recipes/moroccan-spiced-cauliflower-almond-soup,1.0,5.0,25.0,30.0,January,1,2012,2012-01-01 00:00:00,large cauliflower
94,Moroccan spiced cauliflower & almond soup,4.2,73.0,https://www.bbcgoodfood.com/recipes/moroccan-spiced-cauliflower-almond-soup,1.0,5.0,25.0,30.0,January,1,2012,2012-01-01 00:00:00,hot vegetable
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,celery stick
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,strong chicken stock
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,half
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,greens
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,butter
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,plain flour
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,milk
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,thigh fillets
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,skinless chicken breast
95,Creamy chicken & sweetcorn soup,4.6,20.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-sweetcorn-soup,1.0,25.0,50.0,75.0,September,9,2017,2017-09-01 00:00:00,⅓ onion
96,Mexican sweet potato soup,4.6,30.0,https://www.bbcgoodfood.com/recipes/mexican-sweet-potato-soup,1.0,15.0,15.0,30.0,May,5,2014,2014-05-01 00:00:00,onion
96,Mexican sweet potato soup,4.6,30.0,https://www.bbcgoodfood.com/recipes/mexican-sweet-potato-soup,1.0,15.0,15.0,30.0,May,5,2014,2014-05-01 00:00:00,vegetable stock cube
96,Mexican sweet potato soup,4.6,30.0,https://www.bbcgoodfood.com/recipes/mexican-sweet-potato-soup,1.0,15.0,15.0,30.0,May,5,2014,2014-05-01 00:00:00,sweet potato
96,Mexican sweet potato soup,4.6,30.0,https://www.bbcgoodfood.com/recipes/mexican-sweet-potato-soup,1.0,15.0,15.0,30.0,May,5,2014,2014-05-01 00:00:00,fat coriander leaves
97,Pea & pesto soup with fish finger croûtons,4.6,55.0,https://www.bbcgoodfood.com/recipes/pea-pesto-soup-fish-finger-croutons,1.0,5.0,15.0,20.0,November,11,2006,2006-11-01 00:00:00,frozen pea
97,Pea & pesto soup with fish finger croûtons,4.6,55.0,https://www.bbcgoodfood.com/recipes/pea-pesto-soup-fish-finger-croutons,1.0,5.0,15.0,20.0,November,11,2006,2006-11-01 00:00:00,medium potatoes
97,Pea & pesto soup with fish finger croûtons,4.6,55.0,https://www.bbcgoodfood.com/recipes/pea-pesto-soup-fish-finger-croutons,1.0,5.0,15.0,20.0,November,11,2006,2006-11-01 00:00:00,vegetable stock
97,Pea & pesto soup with fish finger croûtons,4.6,55.0,https://www.bbcgoodfood.com/recipes/pea-pesto-soup-fish-finger-croutons,1.0,5.0,15.0,20.0,November,11,2006,2006-11-01 00:00:00,pack fish finger
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,pack porcini mushrooms
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,medium onion
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,large carrots
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,garlic
